time [s];swlx [m];swly [m];swlz [m];pos0x [m];pos0y [m];pos0z [m];pos2x [m];pos2y [m];pos2z [m]
3.800111;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.810081;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.820088;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.830014;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.840067;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.850104;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.860047;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.870067;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.880029;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.890011;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.900027;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.910021;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.920084;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.930043;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.940007;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.950063;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.960071;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
3.970079;0.01;0.15;0;0.01;0.15;0;0.01;0.15;0.4
